property_type,inspections_opendate,inspections_closeddate,date_num,violation
Hotel & Motel,2023-04-22,2024-08-20,1011,0
Hotel & Motel,2023-11-03,2024-09-05,385,1
High Rise,2020-10-28,2024-01-15,973,0
Low Rise,2020-09-26,2024-05-11,1237,1
High Rise,2021-08-19,2024-05-12,509,1
Group Home (VO),2021-06-16,2024-05-16,1314,0
Detention,2023-05-08,2024-05-13,1575,1
Group Home (VO),2022-11-03,2024-04-10,645,0
Hospital,2023-01-31,2024-05-04,784,0
Group Home (VO),2022-07-23,2024-07-08,1586,1
Group Home (VO),2020-12-25,2024-08-09,69,1
Low Rise,2019-09-20,2024-10-14,855,1
Detention,2024-06-02,2024-07-10,360,1
Hospital,2020-04-03,2024-03-18,343,0
Rooming House,2020-06-15,2024-05-09,1098,0
Detention,2024-06-08,2024-07-04,791,1
High Rise,2024-10-17,2024-03-31,1213,1
Low Rise,2024-07-29,2024-02-22,836,0
Hospital,2021-08-01,2024-02-24,1367,0
Group Home,2022-06-26,2024-11-17,398,1
Low Rise,2022-04-13,2024-01-24,1369,1
High Rise,2023-02-23,2024-05-18,1522,0
High Rise,2022-07-27,2024-05-02,621,1
Rooming House,2024-03-17,2024-02-03,78,1
Group Home,2019-11-20,2024-11-28,918,0
Nursing Home,2020-08-24,2024-11-08,200,0
High Rise,2021-07-28,2024-05-03,1051,0
Hospital,2024-10-24,2024-04-25,1082,0
Hospital,2023-04-22,2024-03-15,106,0
Group Home (VO),2023-08-12,2024-04-22,730,1
Low Rise,2020-02-01,2024-04-24,1366,0
Group Home (VO),2024-07-13,2024-11-20,194,1
Rooming House,2024-10-24,2024-05-22,683,0
Residential Care,2022-03-23,2024-03-20,1650,0
High Rise,2020-02-02,2024-04-17,1175,0
Group Home (VO),2019-11-14,2024-08-18,381,1
Residential Care,2023-11-27,2024-07-11,1014,1
Hotel & Motel,2023-09-25,2024-10-14,784,1
Low Rise,2024-05-19,2024-02-23,185,0
Detention,2021-11-11,2024-06-08,1657,0
Group Home (VO),2020-04-26,2024-03-03,1220,1
Hospital,2023-05-31,2024-05-20,885,1
High Rise,2023-04-10,2024-06-02,1154,1
Hospital,2024-01-05,2024-08-13,379,0
High Rise,2024-09-30,2024-10-29,1646,0
Hotel & Motel,2022-01-15,2024-09-17,1166,0
Low Rise,2023-07-01,2024-07-14,805,1
Hotel & Motel,2020-10-22,2024-06-25,165,0
High Rise,2021-08-29,2024-06-22,293,0
High Rise,2020-01-05,2024-01-23,631,0
Group Home (VO),2024-03-01,2024-06-01,1664,1
Low Rise,2022-07-15,2024-08-30,575,1
Residential Care,2022-09-04,2024-05-17,15,1
Hotel & Motel,2019-07-14,2024-06-28,1012,1
Group Home,2021-06-16,2024-06-04,625,1
High Rise,2022-11-05,2024-02-15,1250,0
Nursing Home,2023-12-06,2024-01-11,1414,1
Low Rise,2023-03-13,2024-05-25,609,1
Nursing Home,2020-03-13,2024-07-19,109,1
Nursing Home,2019-07-16,2024-07-23,525,0
Residential Care,2024-11-12,2024-04-29,619,1
Rooming House,2024-06-27,2024-10-24,137,1
Group Home,2024-04-29,2024-05-30,283,1
Hotel & Motel,2022-01-16,2024-11-25,1554,1
Hospital,2024-02-10,2024-08-24,1335,1
High Rise,2019-11-12,2024-07-18,1591,0
High Rise,2023-09-27,2024-10-23,245,1
Detention,2020-09-30,2024-10-30,409,0
High Rise,2023-12-12,2024-04-09,848,0
Hospital,2020-04-11,2024-03-02,434,1
Hospital,2020-02-03,2024-09-17,1581,0
Nursing Home,2022-03-19,2024-07-12,336,0
Low Rise,2019-11-24,2024-04-06,524,1
Residential Care,2024-09-14,2024-03-25,1130,1
Residential Care,2024-01-23,2024-03-14,974,1
Residential Care,2023-06-26,2024-01-29,155,0
Group Home,2024-05-09,2024-10-07,511,1
Group Home,2019-07-17,2024-01-27,239,1
Group Home,2020-10-08,2024-09-14,986,1
Nursing Home,2023-08-18,2024-04-29,317,0
Residential Care,2024-09-03,2024-07-12,1205,0
High Rise,2023-12-13,2024-09-24,717,0
Residential Care,2023-02-16,2024-08-11,544,1
High Rise,2024-02-05,2024-06-19,136,1
Hospital,2024-01-30,2024-03-09,1044,0
High Rise,2020-12-30,2024-10-10,723,1
Group Home,2023-04-26,2024-02-29,1029,1
Low Rise,2022-01-03,2024-11-15,409,1
Group Home,2024-08-13,2024-09-06,1430,0
Hotel & Motel,2022-11-06,2024-07-09,1362,1
Detention,2022-10-01,2024-07-24,941,1
Group Home (VO),2021-11-07,2024-06-01,1390,1
Nursing Home,2019-11-15,2024-07-17,262,1
Hotel & Motel,2023-10-22,2024-01-06,515,1
Rooming House,2022-02-09,2024-09-20,1318,0
Hotel & Motel,2019-11-10,2024-08-13,1610,1
Detention,2022-04-17,2024-09-18,126,1
Group Home (VO),2022-04-26,2024-01-11,475,0
High Rise,2020-02-28,2024-09-23,549,1
Detention,2019-10-23,2024-10-06,1539,0
Hotel & Motel,2021-01-26,2024-09-13,1191,1
Detention,2023-04-29,2024-02-22,1338,0
Group Home (VO),2020-11-13,2024-09-03,812,1
High Rise,2024-06-16,2024-07-28,1586,1
Low Rise,2020-04-21,2024-06-05,1315,0
High Rise,2019-12-20,2024-05-23,1321,1
Low Rise,2021-05-10,2024-06-24,439,0
Group Home (VO),2023-01-07,2024-02-19,1447,0
Nursing Home,2022-05-27,2024-04-10,1110,0
Residential Care,2020-05-07,2024-11-19,675,0
Group Home,2021-11-08,2024-07-22,847,0
Hospital,2020-07-30,2024-07-31,1043,0
Hotel & Motel,2023-01-12,2024-05-05,773,1
Detention,2019-12-16,2024-06-29,834,1
Hospital,2020-03-08,2024-08-21,750,0
High Rise,2024-05-25,2024-05-15,377,0
Hospital,2020-06-23,2024-01-16,666,0
Group Home (VO),2022-04-25,2024-05-03,149,0
Low Rise,2023-05-02,2024-05-26,395,0
Detention,2024-11-01,2024-06-08,1658,0
Detention,2020-02-13,2024-02-29,929,1
Group Home,2021-11-21,2024-08-03,579,0
Detention,2020-10-23,2024-09-28,1590,0
Hospital,2021-02-13,2024-08-10,847,1
Group Home,2023-05-20,2024-02-28,1295,1
Rooming House,2020-10-23,2024-08-04,113,1
Hotel & Motel,2023-09-04,2024-09-20,310,0
Rooming House,2020-09-16,2024-09-07,164,1
Hospital,2020-07-05,2024-06-07,628,1
Low Rise,2023-08-05,2024-09-04,631,0
Hospital,2024-07-21,2024-02-23,341,0
Residential Care,2020-09-15,2024-03-02,659,0
Hotel & Motel,2021-02-23,2024-01-25,1600,0
Detention,2024-08-17,2024-10-29,952,0
Rooming House,2023-04-29,2024-05-19,1252,1
Low Rise,2021-02-26,2024-02-05,360,1
Group Home,2021-04-13,2024-06-25,495,0
Detention,2021-12-17,2024-02-12,1140,0
Nursing Home,2023-03-15,2024-08-07,448,1
Group Home,2020-05-29,2024-09-30,1190,0
Hospital,2023-10-05,2024-07-02,1296,1
Group Home (VO),2022-10-20,2024-10-17,1483,1
High Rise,2019-10-20,2024-09-27,810,1
Detention,2022-05-12,2024-03-28,1288,0
Group Home (VO),2021-06-20,2024-11-07,596,0
Group Home,2021-02-05,2024-08-27,1069,0
Nursing Home,2021-04-18,2024-04-16,584,0
Nursing Home,2020-09-21,2024-09-21,570,1
Group Home (VO),2019-12-13,2024-10-27,68,0
Rooming House,2019-11-06,2024-09-04,627,1
Hospital,2022-02-15,2024-06-09,364,0
Residential Care,2020-01-29,2024-11-21,1069,0
Nursing Home,2023-12-17,2024-10-01,1649,0
Detention,2024-06-17,2024-03-14,848,0
Group Home,2021-12-21,2024-02-03,669,0
Group Home,2022-05-14,2024-05-13,608,1
Nursing Home,2021-11-06,2024-06-17,1111,1
Residential Care,2023-05-12,2024-05-26,1005,0
Residential Care,2024-01-21,2024-05-10,259,0
Low Rise,2019-10-26,2024-10-16,662,0
Hotel & Motel,2022-05-07,2024-05-10,586,0
Group Home,2021-05-09,2024-11-14,1645,1
Detention,2022-06-01,2024-01-04,324,1
Detention,2024-11-11,2024-03-07,933,0
Hospital,2024-02-19,2024-11-17,714,0
High Rise,2021-04-08,2024-11-03,749,0
Hospital,2021-10-05,2024-08-17,787,1
Nursing Home,2020-02-09,2024-03-13,1126,1
Hotel & Motel,2021-05-31,2024-02-17,607,1
Residential Care,2024-03-14,2024-03-07,311,1
High Rise,2023-10-14,2024-02-08,760,1
Group Home (VO),2020-07-06,2024-08-12,1246,1
Residential Care,2022-01-02,2024-06-12,985,1
Group Home (VO),2020-05-08,2024-07-15,1605,0
Group Home,2022-08-24,2024-09-11,1185,0
Rooming House,2020-08-22,2024-01-02,899,1
Detention,2022-11-02,2024-02-27,650,1
High Rise,2024-05-20,2024-04-14,717,1
Residential Care,2024-02-27,2024-04-15,330,0
Residential Care,2019-08-26,2024-04-03,944,1
Low Rise,2022-11-11,2024-03-28,920,0
Rooming House,2024-03-27,2024-08-11,378,0
Group Home,2024-06-14,2024-06-29,94,0
Nursing Home,2023-01-24,2024-03-18,823,0
Detention,2023-04-10,2024-01-30,898,1
Group Home,2024-09-15,2024-10-25,629,0
Hospital,2022-11-21,2024-04-09,1447,1
Nursing Home,2023-05-15,2024-02-04,945,0
Hotel & Motel,2023-08-25,2024-09-09,630,0
Low Rise,2022-11-25,2024-04-22,726,0
Nursing Home,2021-03-19,2024-03-05,75,1
Detention,2020-08-30,2024-08-23,400,1
High Rise,2023-06-03,2024-11-16,92,1
Hospital,2023-03-27,2024-03-04,453,1
Residential Care,2022-06-12,2024-02-10,1278,0
Nursing Home,2020-03-28,2024-09-11,317,0
Group Home,2021-01-22,2024-04-05,786,1
Group Home,2024-04-05,2024-07-27,1292,1
Rooming House,2020-09-19,2024-08-25,1260,1
Low Rise,2023-01-28,2024-05-24,1231,0
Detention,2022-08-10,2024-01-07,1332,0
Hospital,2022-12-23,2024-06-07,225,0
Hospital,2023-11-07,2024-11-08,234,1
Group Home (VO),2023-11-03,2024-09-17,550,1
Low Rise,2020-11-25,2024-04-17,1069,0
Rooming House,2023-01-11,2024-04-22,1164,1
Hotel & Motel,2023-04-11,2024-03-19,100,1
Detention,2024-03-06,2024-10-01,578,0
Hospital,2020-05-17,2024-11-12,117,0
Detention,2023-09-18,2024-07-11,479,0
Hotel & Motel,2020-05-12,2024-03-26,1105,0
Nursing Home,2022-11-10,2024-10-30,1154,1
Residential Care,2024-05-04,2024-05-02,198,1
Nursing Home,2019-10-05,2024-05-29,917,1
High Rise,2024-06-21,2024-04-12,1109,1
Hotel & Motel,2021-04-19,2024-06-18,534,1
Low Rise,2024-06-07,2024-05-12,876,0
Hospital,2020-12-29,2024-10-18,1450,0
Group Home (VO),2021-11-27,2024-10-18,1661,1
Nursing Home,2020-11-29,2024-02-19,1420,1
Nursing Home,2019-10-13,2024-01-16,448,1
Rooming House,2020-12-04,2024-06-15,1596,0
Group Home,2023-12-31,2024-02-21,1067,0
Hospital,2023-08-15,2024-09-26,584,1
Nursing Home,2023-12-21,2024-10-13,1077,1
Detention,2019-11-12,2024-06-15,882,1
Low Rise,2020-05-29,2024-04-12,857,0
High Rise,2020-07-08,2024-09-12,1156,0
High Rise,2020-09-22,2024-01-23,92,0
Rooming House,2022-01-12,2024-11-12,765,1
Hotel & Motel,2022-10-08,2024-07-14,1658,1
Low Rise,2019-10-16,2024-11-10,1554,1
Detention,2020-03-06,2024-05-13,80,1
Group Home (VO),2022-04-08,2024-07-28,571,1
Group Home,2019-08-10,2024-02-06,302,1
Residential Care,2021-04-21,2024-02-26,1641,0
Rooming House,2023-05-28,2024-02-24,1516,0
Detention,2019-08-12,2024-05-25,1489,0
Hotel & Motel,2021-03-27,2024-05-16,533,0
Group Home,2019-09-04,2024-01-05,1539,1
Nursing Home,2020-12-09,2024-03-28,1443,1
Group Home,2024-11-09,2024-03-12,1160,0
High Rise,2020-02-05,2024-04-09,728,1
Detention,2021-04-03,2024-02-13,1284,0
Rooming House,2020-06-25,2024-02-19,1360,1
Group Home,2021-09-27,2024-06-28,540,1
Hotel & Motel,2022-11-16,2024-10-26,1135,1
Hospital,2024-07-18,2024-10-23,1475,1
Detention,2022-12-19,2024-11-07,1511,1
Hotel & Motel,2023-07-28,2024-11-11,660,1
Residential Care,2020-05-23,2024-08-03,902,1
Rooming House,2021-04-23,2024-02-25,916,1
Residential Care,2020-11-23,2024-06-12,115,1
Detention,2020-01-22,2024-04-09,42,1
Hospital,2022-10-04,2024-03-15,303,0
Hotel & Motel,2023-01-09,2024-07-29,1174,0
Residential Care,2024-08-30,2024-04-23,288,0
Residential Care,2021-01-21,2024-04-17,1607,0
Nursing Home,2022-10-08,2024-08-17,483,1
Group Home,2021-12-24,2024-02-29,375,1
Rooming House,2022-01-17,2024-03-30,346,1
Group Home,2024-01-06,2024-05-10,908,0
Hospital,2023-12-04,2024-06-01,1379,0
Hospital,2022-09-22,2024-10-19,264,1
Hospital,2021-10-29,2024-07-24,854,0
Detention,2019-09-24,2024-02-28,1329,0
High Rise,2021-08-22,2024-05-31,1346,0
Nursing Home,2022-01-11,2024-04-12,1456,1
Low Rise,2023-06-24,2024-04-06,672,0
Group Home (VO),2023-05-03,2024-07-15,738,1
Group Home (VO),2019-08-19,2024-03-24,252,1
Nursing Home,2019-11-01,2024-06-04,1394,1
Group Home,2022-03-02,2024-10-27,393,1
High Rise,2019-07-26,2024-08-26,1291,1
Rooming House,2024-08-17,2024-08-02,372,0
Detention,2023-10-07,2024-04-17,1665,0
Group Home,2022-09-15,2024-07-08,26,0
Nursing Home,2019-12-25,2024-03-13,1354,0
Hotel & Motel,2020-11-20,2024-07-10,1250,1
Group Home (VO),2024-09-22,2024-10-21,1537,0
Low Rise,2022-02-13,2024-05-24,875,1
Detention,2024-05-15,2024-11-13,1160,0
Low Rise,2023-10-19,2024-09-22,1327,1
High Rise,2024-04-18,2024-07-29,590,1
Low Rise,2024-10-20,2024-09-17,351,1
Hospital,2023-01-27,2024-08-14,1277,1
Low Rise,2022-07-27,2024-11-07,1332,0
Rooming House,2020-01-22,2024-11-16,553,1
Hotel & Motel,2023-05-08,2024-11-15,93,0
Low Rise,2023-06-10,2024-02-12,713,1
Residential Care,2022-08-28,2024-10-10,32,1
Hotel & Motel,2020-07-17,2024-08-17,773,0
Low Rise,2021-02-22,2024-08-07,1309,0
Rooming House,2021-11-05,2024-09-14,1149,0
Rooming House,2022-12-05,2024-05-23,587,0
Detention,2024-06-19,2024-02-11,772,0
Hotel & Motel,2019-07-11,2024-01-30,397,1
Group Home,2021-03-24,2024-08-02,190,1
Nursing Home,2021-08-25,2024-08-14,1620,0
High Rise,2022-09-30,2024-04-20,746,1
Hospital,2023-04-07,2024-02-14,199,0
Residential Care,2022-11-30,2024-07-10,975,0
Detention,2022-05-06,2024-10-02,905,0
Hotel & Motel,2021-01-25,2024-05-24,1349,0
Group Home (VO),2024-03-16,2024-04-01,1313,1
Group Home,2020-08-20,2024-10-17,1526,1
Residential Care,2024-04-05,2024-02-11,888,1
Nursing Home,2020-10-29,2024-07-21,1243,0
Group Home,2022-08-04,2024-07-27,1238,0
Low Rise,2020-06-27,2024-08-06,1061,0
Hospital,2020-09-12,2024-07-20,321,0
Hotel & Motel,2022-06-18,2024-03-22,1060,1
Hospital,2021-03-24,2024-03-12,1500,1
Rooming House,2020-12-04,2024-05-29,1418,1
High Rise,2024-01-28,2024-02-07,986,1
Rooming House,2024-01-24,2024-07-19,1133,0
Low Rise,2022-06-10,2024-08-15,1366,1
Hospital,2019-09-05,2024-01-29,1400,0
Detention,2024-06-11,2024-07-10,65,0
Residential Care,2020-04-08,2024-07-26,609,0
Hospital,2024-11-04,2024-05-02,369,0
Hotel & Motel,2023-09-11,2024-04-16,1110,1
Group Home,2023-11-04,2024-05-19,1361,1
High Rise,2023-01-15,2024-05-29,1662,0
Hospital,2022-02-27,2024-10-08,1223,0
Low Rise,2023-12-12,2024-05-21,343,0
Group Home (VO),2021-05-22,2024-05-20,374,1
Hospital,2021-02-09,2024-08-12,69,0
Residential Care,2022-12-07,2024-08-31,1342,1
Residential Care,2023-06-14,2024-03-19,437,0
Hotel & Motel,2021-10-18,2024-09-10,775,0
High Rise,2020-08-29,2024-08-02,477,0
Nursing Home,2024-06-09,2024-02-18,449,1
High Rise,2022-11-13,2024-11-01,826,1
Residential Care,2023-10-31,2024-04-01,501,1
Hotel & Motel,2020-10-26,2024-10-22,538,0
Group Home,2024-04-10,2024-10-06,1357,0
Residential Care,2024-03-05,2024-07-01,375,1
Detention,2019-11-21,2024-05-11,567,0
Low Rise,2024-10-25,2024-09-03,158,1
Detention,2023-11-28,2024-04-19,477,1
Low Rise,2019-08-25,2024-09-20,646,0
Residential Care,2020-01-20,2024-06-10,556,1
Low Rise,2022-11-29,2024-11-05,681,0
Rooming House,2021-05-18,2024-08-02,986,0
Hospital,2023-03-29,2024-08-24,1226,0
Residential Care,2023-01-25,2024-07-27,1558,0
Low Rise,2020-09-30,2024-02-11,633,0
Residential Care,2022-02-24,2024-01-05,1025,1
Hotel & Motel,2020-12-12,2024-04-12,661,1
Group Home,2020-01-27,2024-09-02,1441,0
Residential Care,2020-03-13,2024-02-03,1361,0
Residential Care,2022-08-07,2024-03-11,1019,0
Low Rise,2023-08-15,2024-04-16,1284,1
Residential Care,2020-08-17,2024-03-26,151,1
Group Home,2019-07-30,2024-10-01,1513,0
Group Home (VO),2021-11-14,2024-03-06,64,1
Low Rise,2020-09-01,2024-10-07,17,0
Group Home,2022-05-20,2024-06-07,1630,0
Nursing Home,2022-09-12,2024-04-08,732,1
Detention,2024-03-04,2024-10-18,1426,1
Detention,2020-11-01,2024-09-13,336,1
Hotel & Motel,2021-03-08,2024-02-12,190,0
Group Home,2024-02-02,2024-01-19,1097,0
Detention,2021-01-03,2024-02-05,632,1
Hospital,2024-07-24,2024-10-01,1590,0
Nursing Home,2019-08-10,2024-10-26,267,0
Hotel & Motel,2019-10-24,2024-11-10,507,1
Residential Care,2023-04-10,2024-09-07,440,1
Group Home (VO),2023-12-03,2024-11-23,316,0
Hotel & Motel,2019-09-07,2024-03-14,1145,0
Hotel & Motel,2022-12-04,2024-04-10,103,0
Nursing Home,2023-01-13,2024-10-01,1259,0
High Rise,2023-11-20,2024-04-16,1498,0
Group Home (VO),2023-08-14,2024-09-22,1538,1
Hospital,2022-05-16,2024-10-19,1017,1
Detention,2019-11-26,2024-06-25,722,1
Nursing Home,2020-05-27,2024-04-03,482,0
Hospital,2020-12-06,2024-08-29,465,0
Hospital,2020-05-04,2024-08-11,143,0
Group Home,2024-01-25,2024-03-07,66,0
Detention,2019-10-20,2024-08-30,1079,0
Nursing Home,2024-10-16,2024-03-26,521,0
High Rise,2022-09-09,2024-01-11,528,1
Group Home (VO),2022-02-05,2024-04-03,360,0
Detention,2022-03-13,2024-04-24,66,1
Low Rise,2024-10-22,2024-11-19,1490,1
Group Home,2020-11-11,2024-01-23,432,1
Hotel & Motel,2019-08-06,2024-09-25,1022,1
Group Home,2020-12-09,2024-05-11,345,0
Nursing Home,2024-03-07,2024-09-13,1478,1
Low Rise,2024-10-05,2024-10-06,871,0
High Rise,2022-08-24,2024-03-30,853,0
Detention,2024-01-31,2024-02-18,420,0
Rooming House,2019-10-10,2024-10-14,248,0
Group Home,2019-10-01,2024-07-07,1348,1
High Rise,2023-02-08,2024-11-25,1043,1
Hotel & Motel,2021-01-24,2024-02-18,379,0
Hotel & Motel,2019-11-23,2024-09-03,1649,0
Rooming House,2021-12-12,2024-08-25,343,1
Rooming House,2021-10-19,2024-02-27,66,1
Group Home (VO),2022-09-11,2024-10-27,770,0
Hospital,2021-04-05,2024-07-27,1172,0
Residential Care,2023-10-10,2024-01-05,396,1
Nursing Home,2024-08-24,2024-03-14,1217,0
Nursing Home,2021-03-08,2024-09-05,1207,1
High Rise,2020-08-03,2024-05-17,489,1
Group Home (VO),2024-06-03,2024-11-22,360,0
Rooming House,2021-10-11,2024-09-03,71,1
Hospital,2023-04-25,2024-05-03,701,0
High Rise,2020-05-27,2024-02-14,677,1
Low Rise,2023-08-14,2024-11-08,990,0
Hotel & Motel,2024-02-22,2024-08-10,1482,0
Hotel & Motel,2023-12-19,2024-07-03,564,0
Detention,2024-02-04,2024-04-29,0,1
Group Home (VO),2019-11-16,2024-07-23,782,0
Group Home (VO),2023-02-13,2024-05-30,341,0
Hotel & Motel,2020-01-16,2024-08-21,1356,0
Residential Care,2024-11-20,2024-05-02,760,1
Group Home,2019-08-02,2024-04-28,1140,1
Group Home,2022-06-17,2024-11-02,1246,0
Hospital,2021-02-05,2024-10-22,1202,1
Nursing Home,2021-03-31,2024-04-14,560,0
Group Home (VO),2020-04-29,2024-01-31,290,0
Hospital,2023-08-26,2024-08-26,1545,0
Residential Care,2021-07-07,2024-09-15,35,1
High Rise,2022-03-06,2024-01-09,48,1
Hotel & Motel,2021-07-31,2024-04-06,609,1
Low Rise,2024-07-16,2024-02-02,1327,0
High Rise,2020-01-01,2024-05-02,547,1
Detention,2023-02-25,2024-08-12,579,0
Detention,2021-02-26,2024-09-10,944,1
Low Rise,2021-10-15,2024-03-05,677,0
Hospital,2024-08-16,2024-02-21,494,1
Hotel & Motel,2024-03-01,2024-06-27,1263,0
Hotel & Motel,2023-09-24,2024-08-07,1503,1
Low Rise,2022-05-23,2024-11-17,1320,0
Group Home (VO),2021-10-08,2024-06-08,423,1
Hotel & Motel,2020-10-31,2024-05-19,371,0
Hotel & Motel,2021-07-26,2024-02-26,853,0
Nursing Home,2022-02-09,2024-06-16,1136,1
High Rise,2023-12-08,2024-01-14,1176,0
Detention,2023-01-28,2024-03-04,366,1
Detention,2020-08-28,2024-02-28,1640,1
Nursing Home,2023-04-13,2024-03-24,1205,0
Nursing Home,2024-01-09,2024-06-13,1220,0
Hotel & Motel,2022-11-30,2024-04-05,346,1
Group Home (VO),2023-05-31,2024-06-15,933,0
Hospital,2022-09-30,2024-08-03,313,1
Detention,2019-10-10,2024-09-13,543,0
Group Home,2023-09-07,2024-03-31,1111,0
Low Rise,2023-11-23,2024-05-02,187,0
Hotel & Motel,2019-12-23,2024-11-15,172,0
High Rise,2022-12-24,2024-08-15,1595,1
Detention,2021-10-19,2024-03-13,1058,0
Rooming House,2024-01-09,2024-01-19,45,0
Residential Care,2019-10-14,2024-10-12,1118,0
Hotel & Motel,2024-05-02,2024-07-14,564,1
High Rise,2022-03-19,2024-03-18,481,0
Hospital,2024-08-02,2024-06-21,981,1
Nursing Home,2020-12-25,2024-06-13,528,1
Group Home (VO),2023-02-08,2024-01-14,825,0
Group Home (VO),2024-04-09,2024-06-15,379,0
Nursing Home,2023-09-14,2024-05-19,1601,1
Low Rise,2021-08-25,2024-03-11,743,0
High Rise,2024-02-26,2024-03-17,1293,1
Group Home,2021-01-11,2024-09-29,1473,0
Group Home,2023-02-27,2024-09-27,779,1
Hospital,2021-06-22,2024-10-31,422,0
Hospital,2021-01-21,2024-09-24,302,0
Nursing Home,2019-12-31,2024-07-02,1010,1
Group Home (VO),2023-04-08,2024-06-06,622,1
Group Home,2020-03-17,2024-07-19,1333,1
High Rise,2020-10-22,2024-04-13,1269,1
Hotel & Motel,2023-04-29,2024-05-04,101,1
Low Rise,2022-06-18,2024-02-21,1254,0
Hotel & Motel,2023-11-30,2024-07-01,1459,1
Hospital,2023-10-07,2024-05-29,981,1
High Rise,2019-08-16,2024-05-20,451,1
Low Rise,2023-07-10,2024-09-16,1359,1
Group Home (VO),2022-05-25,2024-07-29,1307,1
Hotel & Motel,2021-08-11,2024-09-29,143,0
High Rise,2021-09-29,2024-03-26,151,1
Hotel & Motel,2021-01-25,2024-10-28,742,0
High Rise,2020-01-22,2024-01-24,1133,0
Group Home,2022-03-21,2024-03-14,127,0
Detention,2021-08-04,2024-10-30,49,1
Group Home,2020-12-17,2024-07-09,588,1
Residential Care,2022-01-24,2024-10-26,419,1
Hotel & Motel,2020-05-19,2024-05-16,1376,0
High Rise,2021-08-23,2024-06-02,20,0
Rooming House,2022-10-08,2024-08-20,1248,1
Residential Care,2019-09-15,2024-11-28,740,0
High Rise,2022-06-10,2024-09-10,965,1
Rooming House,2020-05-27,2024-11-12,424,0
Hospital,2021-02-04,2024-02-17,448,1
Residential Care,2022-10-22,2024-09-15,310,0
Hospital,2022-07-05,2024-10-27,658,0
Rooming House,2021-11-22,2024-11-11,1410,1
High Rise,2023-07-30,2024-07-01,366,0
High Rise,2024-02-05,2024-01-28,208,1
High Rise,2022-07-11,2024-09-14,213,0
Group Home,2024-02-13,2024-07-31,1512,0
Group Home,2022-07-28,2024-09-21,144,0
Hotel & Motel,2023-01-06,2024-11-05,474,1
Group Home,2022-04-14,2024-10-03,1381,0
Group Home (VO),2023-11-05,2024-09-11,1496,1
Low Rise,2023-03-25,2024-02-26,1249,1
Group Home,2021-09-18,2024-04-15,90,1
Group Home,2023-07-25,2024-06-09,118,0
Rooming House,2021-10-10,2024-03-25,735,1
Hospital,2022-09-03,2024-05-16,674,0
Rooming House,2019-11-26,2024-02-01,119,1
Group Home,2021-08-19,2024-04-24,1222,0
Low Rise,2022-05-09,2024-08-31,1341,1
Residential Care,2019-10-20,2024-04-13,570,1
Nursing Home,2020-09-06,2024-08-18,575,0
Residential Care,2024-02-23,2024-11-17,1619,0
Hotel & Motel,2023-07-13,2024-06-05,579,0
Nursing Home,2022-05-31,2024-09-18,383,0
Group Home (VO),2021-12-24,2024-07-31,191,1
Group Home (VO),2022-02-17,2024-04-28,802,0
Detention,2024-10-16,2024-01-08,974,1
Residential Care,2024-03-09,2024-01-31,862,1
Rooming House,2021-03-31,2024-11-21,339,0
Detention,2023-11-19,2024-05-30,542,0
High Rise,2019-07-27,2024-10-01,1310,1
High Rise,2020-05-17,2024-01-16,922,0
Low Rise,2020-12-19,2024-05-24,789,1
Detention,2022-07-18,2024-01-11,191,1
Nursing Home,2019-08-03,2024-03-12,608,1
Residential Care,2020-05-23,2024-03-24,290,0
Low Rise,2022-03-15,2024-08-27,2,1
Detention,2020-06-03,2024-11-28,1305,1
Hotel & Motel,2019-11-05,2024-02-14,1606,0
High Rise,2020-11-25,2024-04-17,1644,0
Nursing Home,2023-03-20,2024-02-09,114,1
Group Home,2020-08-16,2024-04-13,167,1
Low Rise,2021-07-15,2024-04-23,1419,0
High Rise,2021-08-28,2024-04-10,1225,1
Group Home (VO),2024-07-02,2024-03-14,1636,1
